PRNAME,CARUID,crop,forecastYear,forecastMonth,PR ID,Forecasted Median Yield,Forecasted 10th Percentile Worst Yield,Forecasted 90th Percentile Best Yield,% Departure from the Long Term (1987-last year) Mean Yield,% Departure from the Last 5 Years (2019-2023) Mean Yield,% Departure from Last Year's Mean Yield,Crop Potential Index,Bravis-Pearson Coefficients of Determination (R2),Root Mean Square Error,LATITUDE,LONGITUDE
,2409,soybeans,2024,9,24,54.27,50.37,58.17,14.08,7.29,8.54,3.29,0.72,2.39,45.51089859,-72.90090179
,2410,soybeans,2024,9,24,51.94,48.38,55.49,11.14,4.17,2.64,0.58,0.7,2.66,45.21229935,-73.78250122
,2411,soybeans,2024,9,24,45.78,42.51,49.04,12.81,5.77,1.72,0.87,0.61,3.21,46.09189987,-72.14859772
,3501,soybeans,2024,9,35,57.18,51.93,62.44,33.25,12.38,9.75,2.62,0.71,4.2,42.83430099,-81.15840149
,3502,soybeans,2024,9,35,60.41,56.39,64.43,43.03,20.82,15.07,2.07,0.71,4.01,44.06389999,-80.59929657
,3503,soybeans,2024,9,35,53.76,50.13,57.39,48.92,28.61,14.14,1.95,0.86,2.77,44.89519882,-78.82150269
,3504,soybeans,2024,9,35,54.26,50.47,58.04,31.21,15.93,7.01,1.95,0.73,3.04,45.12820053,-76.3615036
,3505,soybeans,2024,9,35,39.93,33.16,46.69,18.11,3.17,-4.03,0.24,0.51,5.39,51.1882019,-86.91320038
,4601,soybeans,2024,9,46,34.45,31.5,37.41,-0.14,-1.57,2.53,-0.16,0.74,1.87,49.27149963,-100.3990021
,4602,soybeans,2024,9,46,34.06,31.72,36.41,-6.84,-6.52,2.91,-0.61,0.62,2.05,49.79869843,-100.2649994
,4603,soybeans,2024,9,46,35.81,32.29,39.34,2.65,9.4,-0.53,0.87,0.7,1.99,50.34700012,-100.387001
,4604,soybeans,2024,9,46,34.4,34.4,34.4,,,,,,,51.0135994,-101.1809998
,4605,soybeans,2024,9,46,37.6,37.6,37.6,,,,,,,52.08010101,-101.052002
,4606,soybeans,2024,9,46,40.8,37.44,44.14,13.95,16.42,16.23,0.94,0.7,2.58,51.12139893,-99.88110352
,4607,soybeans,2024,9,46,35.96,32.95,38.97,1.76,9.3,2.16,0.32,0.89,2.24,49.98550034,-98.45970154
,4608,soybeans,2024,9,46,39.14,35.33,42.94,5.97,8.3,21.18,0.41,0.71,2.69,49.27899933,-98.30419922
,4609,soybeans,2024,9,46,40.46,36.98,43.94,10.42,8.11,-5.26,0.47,0.75,2.22,49.63000107,-96.80410004
,4610,soybeans,2024,9,46,40.48,37.37,43.59,17.03,8.65,1.46,1.66,0.89,1.56,49.73680115,-95.84950256
,4611,soybeans,2024,9,46,37.66,33.2,42.12,11.63,14.33,-13.23,0.55,0.61,3.55,50.22650146,-97.2460022
,4612,soybeans,2024,9,46,32.59,28.14,37.04,2.3,4.32,-9.73,0.25,0.81,1.72,55.729599,-97.167099
,4700,soybeans,2024,9,47,22.2,18.89,25.52,-10.73,-10.68,-8.24,-0.64,0.52,2.66,54.41809845,-105.8889999
British Columbia / Colombie-Britannique,5901,spring_wheat,2024,7,59,34.25,25.62,42.88,-12.61,-12.13,-7.44,-0.55,0.69,5.77,53.85300064,-125.2580032
British Columbia / Colombie-Britannique,5908,spring_wheat,2024,7,59,45.22,37.43,53.02,4.31,6.53,25.27,0.25,0.84,4.59,57.69950104,-123.1610031
Alberta,4820,spring_wheat,2024,7,48,56.34,49.06,63.62,27.06,16.6,53.11,0.55,0.8,4.3,50.52590179,-112.5500031
Alberta,4810,spring_wheat,2024,7,48,37.21,29.74,44.67,12.44,28.64,94.81,0.66,0.78,3.99,50.66460037,-110.9089966
Alberta,4830,spring_wheat,2024,7,48,62.69,54.47,70.9,34.87,14.98,37.47,0.61,0.85,4.13,51.08769989,-115.1790009
Alberta,4850,spring_wheat,2024,7,48,67.74,60.03,75.46,19.57,4.58,4.06,0.4,0.81,4.15,52.69950104,-114.6679993
Alberta,4870,spring_wheat,2024,7,48,52.25,46.77,57.73,25.93,13.73,17.68,0.88,0.8,3.42,56.94729996,-116.8280029
Alberta,4860,spring_wheat,2024,7,48,66.49,58.32,74.67,26.12,13.16,8.83,0.88,0.83,4.44,56.47129822,-112.810997
Alberta,4840,spring_wheat,2024,7,48,54.63,46.34,62.92,45.42,16.54,23.59,0.69,0.91,3,52.48089981,-111.4990005
Alberta,4841,spring_wheat,2024,7,48,59.16,50.98,67.34,40.97,10.89,7.76,0.79,0.92,2.95,53.36869812,-111.6920013
Saskatchewan,4704,spring_wheat,2024,7,47,29.58,20.63,38.53,5.12,5.46,,0.14,0.67,4.09,49.53290176,-108.7890015
Saskatchewan,4708,spring_wheat,2024,7,47,31.6,23.13,40.07,2.19,17.74,54.15,0.53,0.76,3.69,50.71530151,-108.8300018
Saskatchewan,4703,spring_wheat,2024,7,47,26.67,19.33,34.02,-3.29,-4.6,1.42,-0.13,0.85,2.37,49.54230118,-106.4049988
Saskatchewan,4707,spring_wheat,2024,7,47,39.96,33.08,46.84,29.24,19.28,57.94,0.65,0.74,3.66,50.59840012,-106.6139984
Saskatchewan,4702,spring_wheat,2024,7,47,37.88,32.14,43.61,32.09,-2.83,14.44,-0.22,0.88,2.35,49.52310181,-104.2490005
Saskatchewan,4706,spring_wheat,2024,7,47,47.49,41.96,53.01,37.83,7.93,5.3,0.76,0.8,3.46,50.59830093,-104.3659973
Saskatchewan,4701,spring_wheat,2024,7,47,48.24,43.1,53.38,45.45,0.96,6.96,0.16,0.88,2.88,49.52339935,-102.3099976
Saskatchewan,4705,spring_wheat,2024,7,47,52.04,46.78,57.28,44.67,5.21,4.07,0.71,0.87,3.15,50.58200073,-102.3919983
Saskatchewan,4713,spring_wheat,2024,7,47,53.29,46.17,60.42,52.79,23.25,31.26,1.25,0.84,3.98,52.15140152,-109.262001
Saskatchewan,4717,spring_wheat,2024,7,47,63.08,54.38,71.79,61.03,13.9,8.01,0.79,0.93,3.7,53.79119873,-108.9599991
Saskatchewan,4712,spring_wheat,2024,7,47,46.51,38.55,54.47,38.6,24.49,42.23,0.82,0.81,3.99,51.94589996,-107.7990036
Saskatchewan,4711,spring_wheat,2024,7,47,46,38.23,53.76,39.53,18.18,21.36,0.8,0.82,3.72,51.67309952,-106.0029984
Saskatchewan,4716,spring_wheat,2024,7,47,53.33,45.72,60.93,45.23,14.69,4.16,0.73,0.88,3.32,56.79359818,-105.9339981
Saskatchewan,4710,spring_wheat,2024,7,47,51.87,45.76,57.98,42.94,5.55,-0.83,0.36,0.84,3.6,51.6393013,-104.1080017
Saskatchewan,4715,spring_wheat,2024,7,47,53.86,45.9,61.81,46.15,8.72,3.57,0.48,0.87,3.78,52.89289856,-105.586998
Saskatchewan,4709,spring_wheat,2024,7,47,55.25,48.72,61.77,45.51,7.24,-1.17,0.66,0.86,3.56,51.7173996,-102.4309998
Saskatchewan,4714,spring_wheat,2024,7,47,56.28,48.45,64.1,44.41,6.91,8.85,0.64,0.73,5.06,53.01649857,-103.3099976
Manitoba,4601,spring_wheat,2024,7,46,54.77,48.6,60.94,42.96,-1.53,-2.19,-0.15,0.88,3.65,49.27149963,-100.3990021
Manitoba,4602,spring_wheat,2024,7,46,55.64,49.67,61.61,38.98,-2.66,-8.94,-0.3,0.89,3.58,49.79869843,-100.2649994
Manitoba,4603,spring_wheat,2024,7,46,57.24,51.53,62.94,41.26,-0.32,-13.28,-0.03,0.88,3.62,50.34700012,-100.387001
Manitoba,4608,spring_wheat,2024,7,46,64.69,56.49,72.87,43.33,7.63,15.51,0.71,0.84,4.67,49.27899933,-98.30419922
Manitoba,4607,spring_wheat,2024,7,46,59.47,50.2,68.74,34.99,7.07,7.54,0.4,0.71,6,49.98550034,-98.45970154
Manitoba,4609,spring_wheat,2024,7,46,66.18,56.78,75.58,54.87,7.61,9.21,1.1,0.81,6.44,49.63000107,-96.80410004
Manitoba,4611,spring_wheat,2024,7,46,56.52,46.83,66.2,39.57,2.24,-3.23,0.13,0.79,5.57,50.22650146,-97.2460022
Manitoba,4610,spring_wheat,2024,7,46,61.51,51.82,71.22,55.3,2.23,1.51,0.35,0.8,6.43,49.73680115,-95.84950256
Manitoba,4604,spring_wheat,2024,7,46,65.67,57.95,73.4,60.99,9.97,14.21,1.17,0.9,4.3,51.0135994,-101.1809998
Manitoba,4605,spring_wheat,2024,7,46,62.37,54.68,70.06,47,3.67,3.95,0.37,0.91,3.4,52.08010101,-101.052002
Manitoba,4606,spring_wheat,2024,7,46,53.79,47.61,59.97,37.67,2.69,8.45,0.26,0.81,3.72,51.12139893,-99.88110352
Manitoba,4612,spring_wheat,2024,7,46,49.65,42.62,56.67,31.15,-2.85,-6.68,-0.18,0.8,3.9,55.729599,-97.167099
Ontario,3500,spring_wheat,2024,7,35,58.8,53.68,63.92,19.67,3.12,0.34,0.25,0.76,2.95,50.44540024,-86.04720306
New Brunswick / Nouveau-Brunswick,1300,spring_wheat,2024,7,13,46.62,37.92,55.33,-2.04,-5.58,11.01,-0.36,0.52,5.29,46.61719894,-66.37850189
Nova Scotia / Nouvelle-Écosse,1200,spring_wheat,2024,7,12,40.73,33.64,47.82,-11.12,-10.49,,-0.91,0.62,4.61,45.14590073,-63.33179855
Prince Edward Island / Île-du-Prince-Édouard,1100,spring_wheat,2024,7,11,50.17,43.65,56.67,3.07,-4.48,1.76,-0.65,0.36,4.63,46.39030075,-63.2458992
Quebec,2400,spring_wheat,2024,7,24,46.69,40.44,52.95,3.59,1.73,25.52,0.08,0.48,3.38,53.39260101,-71.78160095
British Columbia / Colombie-Britannique,5901,spring_wheat,2024,8,59,36.72,28.14,45.29,-6.31,-5.8,-0.77,-0.26,0.7,5.67,53.85300064,-125.2580032
British Columbia / Colombie-Britannique,5908,spring_wheat,2024,8,59,43.91,37.41,50.41,1.28,3.44,21.63,0.13,0.83,4.74,57.69950104,-123.1610031
Alberta,4820,spring_wheat,2024,8,48,55.65,50.35,60.94,25.49,15.16,51.21,0.5,0.81,4.15,50.52590179,-112.5500031
Alberta,4810,spring_wheat,2024,8,48,35.07,30.19,39.96,13.1,21.25,83.62,0.49,0.81,3.73,50.66460037,-110.9089966
Alberta,4830,spring_wheat,2024,8,48,59.06,53.72,64.41,27.06,8.32,29.51,0.34,0.85,4.07,51.08769989,-115.1790009
Alberta,4850,spring_wheat,2024,8,48,52.06,46.88,57.25,-8.1,-19.63,-20.02,-1.71,0.82,4.12,52.69950104,-114.6679993
Alberta,4870,spring_wheat,2024,8,48,53.95,49.7,58.2,30.03,17.44,21.51,1.12,0.8,3.37,56.94729996,-116.8280029
Alberta,4860,spring_wheat,2024,8,48,63.57,57.09,70.06,20.59,8.19,4.05,0.55,0.79,4.9,56.47129822,-112.810997
Alberta,4840,spring_wheat,2024,8,48,41.2,37.29,45.1,9.66,-12.11,-6.79,-0.5,0.91,3.09,52.48089981,-111.4990005
Alberta,4841,spring_wheat,2024,8,48,49.98,44.68,55.29,19.11,-6.31,-8.95,-0.46,0.92,2.88,53.36869812,-111.6920013
Saskatchewan,4704,spring_wheat,2024,8,47,28.72,22.8,34.65,2.06,2.4,,0.06,0.63,4.3,49.53290176,-108.7890015
Saskatchewan,4708,spring_wheat,2024,8,47,32.99,27.66,38.33,10.85,22.93,60.94,0.69,0.74,3.88,50.71530151,-108.8300018
Saskatchewan,4703,spring_wheat,2024,8,47,27.81,23.44,32.18,0.83,-0.54,5.74,-0.02,0.85,2.35,49.54230118,-106.4049988
Saskatchewan,4707,spring_wheat,2024,8,47,36.52,31.83,41.21,18.12,9.02,44.35,0.3,0.75,3.6,50.59840012,-106.6139984
Saskatchewan,4702,spring_wheat,2024,8,47,38.76,35.09,42.43,35.17,-0.56,17.1,-0.04,0.87,2.44,49.52310181,-104.2490005
Saskatchewan,4706,spring_wheat,2024,8,47,45.48,40.71,50.25,32.01,3.37,0.85,0.33,0.81,3.39,50.59830093,-104.3659973
Saskatchewan,4701,spring_wheat,2024,8,47,49.38,45.25,53.5,48.88,3.34,9.48,0.55,0.88,2.88,49.52339935,-102.3099976
Saskatchewan,4705,spring_wheat,2024,8,47,48.85,44.25,53.45,35.81,-1.24,-2.3,-0.17,0.87,3.15,50.58200073,-102.3919983
Saskatchewan,4713,spring_wheat,2024,8,47,42.44,38.02,46.86,21.68,-1.85,4.53,-0.1,0.83,4.07,52.15140152,-109.262001
Saskatchewan,4717,spring_wheat,2024,8,47,49.08,44.91,53.25,25.29,-11.38,-15.96,-0.65,0.92,3.75,53.79119873,-108.9599991
Saskatchewan,4712,spring_wheat,2024,8,47,40.58,36.61,44.56,20.93,8.62,24.1,0.29,0.81,3.98,51.94589996,-107.7990036
Saskatchewan,4711,spring_wheat,2024,8,47,43.64,39.47,47.81,32.38,12.12,15.14,0.54,0.84,3.4,51.67309952,-106.0029984
Saskatchewan,4716,spring_wheat,2024,8,47,45.14,41.03,49.26,22.94,-2.91,-11.83,-0.15,0.9,3.05,56.79359818,-105.9339981
Saskatchewan,4710,spring_wheat,2024,8,47,50.91,45.52,56.28,40.29,3.59,-2.67,0.23,0.85,3.54,51.6393013,-104.1080017
Saskatchewan,4715,spring_wheat,2024,8,47,52.64,47.95,57.33,42.84,6.25,1.23,0.35,0.92,2.95,52.89289856,-105.586998
Saskatchewan,4709,spring_wheat,2024,8,47,50.46,44.86,56.07,32.91,-2.05,-9.73,-0.19,0.86,3.56,51.7173996,-102.4309998
Saskatchewan,4714,spring_wheat,2024,8,47,52.5,46.69,58.31,34.71,-0.27,1.54,-0.02,0.71,5.26,53.01649857,-103.3099976
Manitoba,4601,spring_wheat,2024,8,46,54.49,49.9,59.08,42.22,-2.04,-2.7,-0.2,0.89,3.53,49.27149963,-100.3990021
Manitoba,4602,spring_wheat,2024,8,46,51.5,46.63,56.36,28.64,-9.91,-15.72,-1.12,0.89,3.58,49.79869843,-100.2649994
Manitoba,4603,spring_wheat,2024,8,46,55.2,50.54,59.86,36.24,-3.86,-16.36,-0.38,0.88,3.62,50.34700012,-100.387001
Manitoba,4608,spring_wheat,2024,8,46,65.09,59.58,70.6,44.24,8.31,16.24,0.77,0.87,4.21,49.27899933,-98.30419922
Manitoba,4607,spring_wheat,2024,8,46,58.04,50.79,65.28,31.75,4.5,4.95,0.26,0.71,6.06,49.98550034,-98.45970154
Manitoba,4609,spring_wheat,2024,8,46,61.65,53.64,69.67,44.28,0.25,1.74,0.04,0.81,6.49,49.63000107,-96.80410004
Manitoba,4611,spring_wheat,2024,8,46,52.11,44.86,59.37,28.7,-5.73,-10.76,-0.33,0.77,5.75,50.22650146,-97.2460022
Manitoba,4610,spring_wheat,2024,8,46,65.72,56.98,74.46,65.93,9.22,8.45,1.45,0.83,5.97,49.73680115,-95.84950256
Manitoba,4604,spring_wheat,2024,8,46,61.63,56.23,67.03,51.08,3.2,7.18,0.38,0.89,4.35,51.0135994,-101.1809998
Manitoba,4605,spring_wheat,2024,8,46,62.08,56.47,67.68,46.31,3.19,3.46,0.32,0.91,3.4,52.08010101,-101.052002
Manitoba,4606,spring_wheat,2024,8,46,51.31,47.23,55.38,31.32,-2.04,3.45,-0.2,0.81,3.73,51.12139893,-99.88110352
Manitoba,4612,spring_wheat,2024,8,46,48.56,42.61,54.52,28.28,-4.97,-8.72,-0.31,0.82,3.78,55.729599,-97.167099
Ontario,3500,spring_wheat,2024,8,35,56.72,52.87,60.55,15.43,-0.53,-3.21,-0.04,0.77,2.89,50.44540024,-86.04720306
New Brunswick / Nouveau-Brunswick,1300,spring_wheat,2024,8,13,43.23,37.61,48.84,-9.18,-12.46,2.92,-0.81,0.52,5.32,46.61719894,-66.37850189
Nova Scotia / Nouvelle-Écosse,1200,spring_wheat,2024,8,12,40.38,34.99,45.77,-11.89,-11.26,,-0.98,0.63,4.56,45.14590073,-63.33179855
Prince Edward Island / Île-du-Prince-Édouard,1100,spring_wheat,2024,8,11,48.18,42.15,54.23,-1.01,-8.25,-2.26,-1.2,0.36,4.63,46.39030075,-63.2458992
Quebec,2400,spring_wheat,2024,8,24,42.66,37.63,47.68,-5.36,-7.07,14.67,-0.34,0.51,3.27,53.39260101,-71.78160095
British Columbia / Colombie-Britannique,5901,spring_wheat,2024,9,59,36.42,27.65,45.2,-7.07,-6.56,-1.57,-0.3,0.7,5.67,53.85300064,-125.2580032
British Columbia / Colombie-Britannique,5908,spring_wheat,2024,9,59,46.34,40.56,52.11,6.89,9.16,28.37,0.36,0.83,4.74,57.69950104,-123.1610031
Alberta,4820,spring_wheat,2024,9,48,55.44,50.19,60.7,25.03,14.74,50.66,0.49,0.8,4.42,50.52590179,-112.5500031
Alberta,4810,spring_wheat,2024,9,48,35.59,31.08,40.1,14.76,23.04,86.32,0.53,0.81,3.73,50.66460037,-110.9089966
Alberta,4830,spring_wheat,2024,9,48,60.21,53.99,66.44,29.55,10.44,32.04,0.43,0.85,4.18,51.08769989,-115.1790009
Alberta,4850,spring_wheat,2024,9,48,59,53.4,64.6,4.14,-8.92,-9.37,-0.78,0.8,4.24,52.69950104,-114.6679993
Alberta,4870,spring_wheat,2024,9,48,52.11,48.07,56.14,25.58,13.42,17.36,0.86,0.81,3.31,56.94729996,-116.8280029
Alberta,4860,spring_wheat,2024,9,48,61.58,55.16,68,16.81,4.8,0.79,0.32,0.79,4.96,56.47129822,-112.810997
Alberta,4840,spring_wheat,2024,9,48,41.9,37.51,46.27,11.53,-10.62,-5.21,-0.44,0.91,3.12,52.48089981,-111.4990005
Alberta,4841,spring_wheat,2024,9,48,53.11,48.61,57.6,26.56,-0.45,-3.26,-0.03,0.92,2.9,53.36869812,-111.6920013
Saskatchewan,4704,spring_wheat,2024,9,47,27.17,22.05,32.29,-3.46,-3.14,,-0.08,0.64,4.2,49.53290176,-108.7890015
Saskatchewan,4708,spring_wheat,2024,9,47,34.43,29.79,39.06,15.67,28.27,67.94,0.85,0.71,4.1,50.71530151,-108.8300018
Saskatchewan,4703,spring_wheat,2024,9,47,25.67,22.73,28.62,-6.92,-8.18,-2.38,-0.23,0.85,2.38,49.54230118,-106.4049988
Saskatchewan,4707,spring_wheat,2024,9,47,37.63,33.06,42.2,21.71,12.33,48.74,0.42,0.74,3.66,50.59840012,-106.6139984
Saskatchewan,4702,spring_wheat,2024,9,47,37.9,34.8,41.01,32.17,-2.77,14.51,-0.21,0.88,2.4,49.52310181,-104.2490005
Saskatchewan,4706,spring_wheat,2024,9,47,47.85,42.8,52.91,38.89,8.76,6.1,0.84,0.78,3.6,50.59830093,-104.3659973
Saskatchewan,4701,spring_wheat,2024,9,47,49.6,46.07,53.12,49.55,3.8,9.97,0.62,0.88,2.88,49.52339935,-102.3099976
Saskatchewan,4705,spring_wheat,2024,9,47,49.02,44.94,53.09,36.28,-0.9,-1.97,-0.12,0.87,3.15,50.58200073,-102.3919983
Saskatchewan,4713,spring_wheat,2024,9,47,42.03,38.05,46.03,20.52,-2.79,3.53,-0.15,0.82,4.18,52.15140152,-109.262001
Saskatchewan,4717,spring_wheat,2024,9,47,55.4,50.82,59.98,41.42,0.03,-5.14,0,0.92,3.83,53.79119873,-108.9599991
Saskatchewan,4712,spring_wheat,2024,9,47,42.2,37.75,46.65,25.76,12.96,29.06,0.43,0.82,3.97,51.94589996,-107.7990036
Saskatchewan,4711,spring_wheat,2024,9,47,43.88,39.7,48.07,33.12,12.75,15.79,0.56,0.84,3.53,51.67309952,-106.0029984
Saskatchewan,4716,spring_wheat,2024,9,47,45.85,41.41,50.3,24.87,-1.39,-10.44,-0.07,0.87,3.4,56.79359818,-105.9339981
Saskatchewan,4710,spring_wheat,2024,9,47,52.28,47.63,56.94,44.08,6.39,-0.04,0.41,0.84,3.6,51.6393013,-104.1080017
Saskatchewan,4715,spring_wheat,2024,9,47,53.14,48.91,57.37,44.21,7.27,2.19,0.4,0.91,3.23,52.89289856,-105.586998
Saskatchewan,4709,spring_wheat,2024,9,47,50.52,45.58,55.46,33.07,-1.93,-9.62,-0.18,0.86,3.56,51.7173996,-102.4309998
Saskatchewan,4714,spring_wheat,2024,9,47,53.59,47.39,59.79,37.51,1.8,3.65,0.17,0.71,5.26,53.01649857,-103.3099976
Manitoba,4601,spring_wheat,2024,9,46,54.06,49.26,58.86,41.1,-2.81,-3.47,-0.28,0.87,3.8,49.27149963,-100.3990021
Manitoba,4602,spring_wheat,2024,9,46,53.13,48.4,57.86,32.72,-7.05,-13.04,-0.8,0.89,3.42,49.79869843,-100.2649994
Manitoba,4603,spring_wheat,2024,9,46,55.36,50.55,60.16,36.62,-3.59,-16.12,-0.35,0.88,3.62,50.34700012,-100.387001
Manitoba,4608,spring_wheat,2024,9,46,64.15,58.86,69.44,42.14,6.74,14.55,0.62,0.84,4.65,49.27899933,-98.30419922
Manitoba,4607,spring_wheat,2024,9,46,57.73,49.53,65.94,31.05,3.95,4.4,0.22,0.71,6.06,49.98550034,-98.45970154
Manitoba,4609,spring_wheat,2024,9,46,62.04,55.81,68.26,45.18,0.87,2.37,0.13,0.81,6.49,49.63000107,-96.80410004
Manitoba,4611,spring_wheat,2024,9,46,53.59,46.44,60.74,32.35,-3.06,-8.24,-0.17,0.77,5.75,50.22650146,-97.2460022
Manitoba,4610,spring_wheat,2024,9,46,66.24,57.99,74.49,67.24,10.09,9.31,1.58,0.83,6.02,49.73680115,-95.84950256
Manitoba,4604,spring_wheat,2024,9,46,61.2,55.18,67.22,50.04,2.48,6.44,0.29,0.89,4.35,51.0135994,-101.1809998
Manitoba,4605,spring_wheat,2024,9,46,63.72,59.04,68.41,50.19,5.92,6.21,0.59,0.91,3.4,52.08010101,-101.052002
Manitoba,4606,spring_wheat,2024,9,46,52.38,47.36,57.41,34.06,0,5.61,0,0.81,3.73,51.12139893,-99.88110352
Manitoba,4612,spring_wheat,2024,9,46,50.01,44.8,55.22,32.11,-2.13,-5.99,-0.13,0.8,3.9,55.729599,-97.167099
Ontario,3500,spring_wheat,2024,9,35,56.29,52.37,60.21,14.56,-1.28,-3.94,-0.1,0.76,2.95,50.44540024,-86.04720306
New Brunswick / Nouveau-Brunswick,1300,spring_wheat,2024,9,13,42.89,37.42,48.36,-9.89,-13.15,2.12,-0.85,0.5,5.39,46.61719894,-66.37850189
Nova Scotia / Nouvelle-Écosse,1200,spring_wheat,2024,9,12,41.1,35.38,46.81,-10.32,-9.68,,-0.84,0.48,5.41,45.14590073,-63.33179855
Prince Edward Island / Île-du-Prince-Édouard,1100,spring_wheat,2024,9,11,48.57,43.29,53.85,-0.21,-7.52,-1.48,-1.09,0.36,4.63,46.39030075,-63.2458992
Quebec,2400,spring_wheat,2024,9,24,40.7,37.06,44.34,-9.71,-11.33,9.4,-0.54,0.55,3.14,53.39260101,-71.78160095
Manitoba,4601,winter_wheat,2024,7,46,63.93,53.78,74.08,52.68,,,,0.6,8.85,49.27149963,-100.3990021
Manitoba,4602,winter_wheat,2024,7,46,46.36,35.16,57.56,-8.43,,,,0.47,7.37,49.79869843,-100.2649994
Manitoba,4603,winter_wheat,2024,7,46,74.76,64.13,85.39,49.55,,,,0.5,8.93,50.34700012,-100.387001
Manitoba,4604,winter_wheat,2024,7,46,71.69,62.85,80.53,84.9,,,,0.99,1.62,51.0135994,-101.1809998
Manitoba,4606,winter_wheat,2024,7,46,52.37,39.96,64.77,19.32,-0.94,-1.93,-0.73,0.58,7.09,51.12139893,-99.88110352
Manitoba,4607,winter_wheat,2024,7,46,64.21,54.79,73.63,0.11,8.76,8.83,0.69,0.51,6.45,49.98550034,-98.45970154
Manitoba,4608,winter_wheat,2024,7,46,63.81,53.62,74,12.63,,,,0.8,5.42,49.27899933,-98.30419922
Manitoba,4609,winter_wheat,2024,7,46,80.44,65.24,95.65,26.67,,,,0.4,12.79,49.63000107,-96.80410004
Manitoba,4610,winter_wheat,2024,7,46,66.07,51.81,80.32,10.05,,,,0.49,12.68,49.73680115,-95.84950256
Manitoba,4611,winter_wheat,2024,7,46,67.95,54.03,81.87,12.44,,,,0.58,8.41,50.22650146,-97.2460022
Manitoba,4612,winter_wheat,2024,7,46,35.57,20.35,50.79,-25.55,,,,0.75,8.28,55.729599,-97.167099
New Brunswick / Nouveau-Brunswick,1300,winter_wheat,2024,7,13,50.07,39.39,60.75,5.3,-8.92,,-0.34,0.31,7.68,46.61719894,-66.37850189
Nova Scotia / Nouvelle-Écosse,1200,winter_wheat,2024,7,12,71.91,63.86,79.97,16.95,0.66,1.57,0.08,0.7,5.06,45.14590073,-63.33179855
Ontario,3500,winter_wheat,2024,7,35,90.84,85.41,96.29,25.16,3.02,-3.05,0.33,0.84,3.57,50.44540024,-86.04720306
Prince Edward Island / Île-du-Prince-Édouard,1100,winter_wheat,2024,7,11,68.23,59.27,77.2,32.28,-5.26,-13.41,-0.36,0.66,6.61,46.39030075,-63.2458992
Quebec,2400,winter_wheat,2024,7,24,57.65,50.42,64.88,22.27,5.16,5.97,0.22,0.47,5.87,53.39260101,-71.78160095
Alberta,4810,winter_wheat,2024,7,48,53.29,43.94,62.65,24.84,18.03,-3.63,0.61,0.63,6.62,50.66460037,-110.9089966
Alberta,4820,winter_wheat,2024,7,48,60.21,52.16,68.25,28.17,16.24,36.22,0.74,0.81,5.08,50.52590179,-112.5500031
Alberta,4830,winter_wheat,2024,7,48,68.5,59.22,77.77,37.86,9.42,26.38,0.45,0.87,5.44,51.08769989,-115.1790009
Alberta,4840,winter_wheat,2024,7,48,53.44,44.16,62.72,51.89,,,,0.8,5.16,52.48089981,-111.4990005
Alberta,4841,winter_wheat,2024,7,48,50.66,39.44,61.89,26.48,,,,0.5,6.32,53.36869812,-111.6920013
Alberta,4850,winter_wheat,2024,7,48,69.77,57.43,82.11,53.6,,16.87,,0.69,9.66,52.69950104,-114.6679993
Alberta,4860,winter_wheat,2024,7,48,37.23,20.08,54.39,6.52,,,,0.66,8.6,56.47129822,-112.810997
Alberta,4870,winter_wheat,2024,7,48,56.68,41.32,72.04,40.04,8.84,18.33,0.49,0.63,10.36,56.94729996,-116.8280029
Saskatchewan,4704,winter_wheat,2024,7,47,48.54,38.62,58.46,48.96,34.1,,0.66,0.72,5.91,49.53290176,-108.7890015
Saskatchewan,4708,winter_wheat,2024,7,47,54.62,45.23,64.01,71.13,,,,0.83,5.81,50.71530151,-108.8300018
Saskatchewan,4703,winter_wheat,2024,7,47,40.61,31.61,49.62,34.78,45.44,377.82,0.75,0.67,6.56,49.54230118,-106.4049988
Saskatchewan,4707,winter_wheat,2024,7,47,49.71,39.83,59.59,43.03,,,,0.74,5.83,50.59840012,-106.6139984
Saskatchewan,4702,winter_wheat,2024,7,47,63.67,53.15,74.2,80.58,8.77,,0.34,0.76,6.7,49.52310181,-104.2490005
Saskatchewan,4706,winter_wheat,2024,7,47,61.05,49.74,72.36,57.89,18.7,,0.6,0.66,6.84,50.59830093,-104.3659973
Saskatchewan,4701,winter_wheat,2024,7,47,48.34,38.19,58.49,33.29,,,,0.43,7.95,49.52339935,-102.3099976
Saskatchewan,4705,winter_wheat,2024,7,47,51.29,42.33,60.24,27,2.52,27.58,0.08,0.55,6.32,50.58200073,-102.3919983
Saskatchewan,4713,winter_wheat,2024,7,47,51.78,39.15,64.41,54.92,,,,0.45,8.35,52.15140152,-109.262001
Saskatchewan,4717,winter_wheat,2024,7,47,56.94,45.09,68.79,63,,,,0.77,6.14,53.79119873,-108.9599991
Saskatchewan,4712,winter_wheat,2024,7,47,64.74,52.56,76.92,78.46,,,,0.49,11.45,51.94589996,-107.7990036
Saskatchewan,4711,winter_wheat,2024,7,47,56.15,48.95,63.36,61.01,,,,0.8,4.09,51.67309952,-106.0029984
Saskatchewan,4716,winter_wheat,2024,7,47,55.52,42.86,68.17,69.65,,,,0.74,6.72,56.79359818,-105.9339981
